pomucka,kraj,celkem,2020-03-31,2020-04-01,2020-04-03,2020-04-04,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-20,2020-05-21,2020-05-25,2020-05-27,2020-05-28,2020-05-29,2020-06-03,2020-06-04,2020-06-05,2020-06-10,2020-06-11,2020-06-12,2020-06-15,2020-08-28,2020-10-01
Plicní ventilátory,Olomoucký kraj,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,5,5,5,5,5,5,5,9,9,9,9,9,9,9,9
Polomasky,Olomoucký kraj,850,0,0,100,100,100,100,100,100,100,100,100,100,200,200,200,200,400,200,200,200,200,200,200,200,200,400,400,400,400,400,400,400,500,500,500,850,850,850,850,850,850,850,850,850,850,850,850,850,850
Příslušenství k plicním ventilátorům,Olomoucký kraj,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Respirátory,Olomoucký kraj,389504,46430,46570,80100,80100,80100,92830,92830,105630,105630,105630,105630,134966,163076,163076,163076,163076,163076,188896,188896,188896,188896,191136,210783,214743,214743,220503,220503,251113,251113,280724,280724,332834,340774,340774,340774,343564,343564,343564,357004,357004,357004,374704,374704,374704,389504,389504,389504,389504,389504
Roušky,Olomoucký kraj,2026396,234623,237173,496223,496223,496223,565223,565223,590223,709003,709003,709003,719931,725931,725931,725931,725931,725931,790881,790881,790881,790881,792481,792481,798481,798481,836481,836481,989531,989531,1021726,1021726,1328276,1506476,1506476,1506476,1578796,1578796,1578796,1584796,1584796,1584796,1592796,1592796,1930396,2026396,2026396,2026396,2026396,2026396
Rukavice,Olomoucký kraj,522558,34800,34935,58900,58900,58900,78900,78900,132900,132900,132900,132900,154518,154518,154518,154518,154518,154518,267518,267518,267518,267518,334718,334718,339518,339518,351718,351718,405018,405018,405018,405018,458318,460258,460258,460258,465258,465258,465258,466258,466258,466258,471658,471658,471658,522558,522558,522558,522558,522558
Rychlotesty,Olomoucký kraj,98736,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,34586,34586,34586,34586,34586,34586,35586,35586,35586,35586,60586,60586,65586,65586,65586,65586,65586,65586,65586,65586,73586,97236,97236,97236,97236,97236,97236,97236,97236,97236,97236,97236,97236,98736,98736,98736,98736,98736
Tampóny,Olomoucký kraj,0,600,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,12745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teploměry,Olomoucký kraj,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,42,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152
Termokamery,Olomoucký kraj,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,32,32,32,32,32,32,32,32
Štíty,Olomoucký kraj,3624,985,985,1235,1235,1235,1235,1235,1235,1235,1235,1235,1235,1235,1235,1235,1235,1235,1235,1235,1235,1235,1415,1415,1415,1415,1415,1415,1415,1415,1415,1415,2915,3374,3374,3374,3374,3374,3374,3374,3374,3374,3374,3374,3374,3624,3624,3624,3624,3624
Brýle,Pardubický kraj,2805,900,900,960,960,960,980,980,980,980,980,980,980,980,990,990,990,990,990,990,990,990,1075,1075,1075,1105,1105,1105,1105,1105,1105,1105,2605,2605,2605,2605,2605,2605,2605,2605,2605,2605,2605,2805,2805,2805,2805,2805,2805,2805
Dezinfekce (l),Pardubický kraj,1130,615,720,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,825,825,825,825,825,825,825,825,825,825,825,825,1125,1125,1125,1130,1130,1130,1130,1130,1130,1130,1130,1130,1130,1130,1130,1130
Filtry k polomaskám,Pardubický kraj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Návleky na obuv,Pardubický kraj,15780,150,150,150,150,150,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,0,1250,1250,1250,1250,1250,1250,1250,1250,1250,4880,4880,4880,4880,4880,4880,4880,6480,6480,6480,6480,6480,6480,10480,10480,10480,15780,15780,15780,15780,15780,15780,15780
Ochranné oděvy,Pardubický kraj,66743,4586,4586,4586,4586,4586,4586,4586,4586,4586,4586,4586,6402,6402,8732,8732,8732,1250,8732,8732,8732,8732,10552,10552,10552,19042,19042,21592,21592,21592,21592,21592,26592,26592,28542,28542,28542,28543,28543,28543,37743,37743,37743,48043,48043,48043,66743,66743,66743,66743
Odběrové sady,Pardubický kraj,20300,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1300,1300,1300,1300,1300,3300,3300,3300,8800,8800,10900,10900,10900,10900,10900,10900,10900,12100,12100,12100,13450,13450,13450,14280,14280,14280,19280,19280,19280,20300,20300,20300,20300
Ostatní,Pardubický kraj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plicní ventilátory,Pardubický kraj,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Polomasky,Pardubický kraj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Příslušenství k plicním ventilátorům,Pardubický kraj,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Respirátory,Pardubický kraj,432980,18345,18465,33095,33095,33095,39755,39755,49355,49355,49355,49355,72557,88738,96138,96138,96138,96138,113508,113508,113508,113508,123878,140040,140040,160160,160160,167630,185000,185000,209360,209360,272590,272590,288810,288810,288810,304830,304830,304830,323530,323530,323530,344380,344380,344380,432980,432980,432980,432980
Roušky,Pardubický kraj,1991219,80944,82794,180644,180644,180644,186944,186944,206944,304658,304658,304658,313647,313947,317697,317697,317697,317697,361147,361147,361147,361147,374047,374047,374047,376547,376547,379547,466397,466397,492883,492883,721733,721733,829533,829533,881819,885219,885219,885219,893219,893219,893219,905219,905219,905219,1991219,1991219,1991219,1991219
Rukavice,Pardubický kraj,426804,14200,14300,30650,30650,30650,35250,35250,74250,74250,74250,74250,92034,94184,101884,101884,101884,101884,179084,179084,179084,179084,190334,190334,190334,204734,204734,213134,251734,251734,251734,251734,300334,300334,301654,301654,301654,307404,307404,307404,312804,312804,312804,328604,328604,328604,426804,426804,426804,426804
Rychlotesty,Pardubický kraj,32638,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,7138,7138,8138,8138,8138,8138,8138,8138,8138,8138,8138,8138,8138,13138,13138,13138,13138,13138,13138,13138,21138,21138,31138,31138,31138,31138,31138,31138,31138,31138,31138,31138,31138,31138,32638,32638,32638,32638
Tampóny,Pardubický kraj,0,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,8732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teploměry,Pardubický kraj,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Termokamery,Pardubický kraj,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,22,22,22,22,22,22,22,22
Štíty,Pardubický kraj,4890,570,570,1080,1080,1080,1180,1180,1180,1180,1180,1180,1180,1180,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1340,1340,1860,1860,1860,1860,1860,3360,3360,3690,3690,3690,3790,3790,3790,3790,3790,3790,4390,4390,4390,4890,4890,4890,4890
Brýle,Plzeňský kraj,3094,904,904,924,924,924,924,924,924,924,924,924,924,924,1154,1154,1154,1154,1154,1154,1154,1154,1264,1264,1264,1264,1264,1464,1464,1464,1464,1464,2964,2964,2994,2994,2994,2994,2994,2994,2994,2994,2994,2994,2994,2994,3094,3094,3094,3094
Dezinfekce (l),Plzeňský kraj,8970,5185,5315,5240,5240,5240,5240,5240,5240,5240,5240,5240,5240,5240,5240,5240,5240,5240,5240,5240,5240,5240,6060,6060,6060,7255,7255,7455,7455,7455,7455,7455,7455,7455,8965,8965,8965,8970,8970,8970,8970,8970,8970,8970,8970,8970,8970,8970,8970,8970
Filtry k polomaskám,Plzeňský kraj,2839,0,0,300,300,300,300,300,300,300,300,300,300,300,500,500,500,500,500,500,500,500,700,700,700,850,850,1150,1150,1150,1150,1150,1150,1150,1889,1889,1889,2509,2509,2509,2639,2639,2639,2839,2839,2839,2839,2839,2839,2839
Návleky na obuv,Plzeňský kraj,52280,3200,3200,3200,3200,18200,18200,18200,18200,18200,18200,18200,18200,18200,18200,18200,18200,250,18200,18200,18200,18200,18200,18200,18200,18200,18200,38250,38250,38250,38250,38250,38250,38250,43250,43250,43250,48250,48250,48250,48250,48250,48250,48250,48250,48250,52280,52280,52280,52280
Ochranné oděvy,Plzeňský kraj,293275,6529,6529,6889,6889,16939,16939,16939,16939,16939,16939,16939,19035,19035,26035,26035,26035,18200,26035,26035,26035,26035,36515,36515,36515,56785,56785,81925,81925,81925,81925,81925,81925,81925,92725,92725,92725,94865,94865,94865,175465,175465,175465,258265,258265,258265,293275,293275,293275,293275
Odběrové sady,Plzeňský kraj,58780,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3400,3400,3400,5700,5700,5700,5700,5700,10700,10700,10700,16700,16700,20700,20700,20700,20700,20700,20700,20700,28900,28900,28900,39250,39250,39250,42580,42580,42580,56580,56580,56580,58780,58780,58780,58780
Ostatní,Plzeňský kraj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plicní ventilátory,Plzeňský kraj,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8
Polomasky,Plzeňský kraj,879,0,0,150,150,150,150,150,150,150,150,150,150,150,250,250,250,500,250,250,250,250,350,350,350,400,400,500,500,500,500,500,500,500,579,579,579,879,879,879,879,879,879,879,879,879,879,879,879,879
Příslušenství k plicním ventilátorům,Plzeňský kraj,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,11,11,11,11,11,11,11,11
Respirátory,Plzeňský kraj,925897,42055,42175,75715,75715,87125,87845,87845,99045,99045,99045,99045,125312,143495,177105,177105,177105,177105,196795,196795,196795,196795,213905,232066,232066,295526,295526,400054,419744,419744,447117,447117,486007,486007,582347,582347,582347,656447,656447,656447,732547,732547,732547,816297,816297,816297,925897,925897,925897,925897
Roušky,Plzeňský kraj,4326061,257099,259249,545599,545599,640999,641599,641599,664099,773899,773899,773899,784000,784000,784000,784000,784000,784000,833300,833300,833300,833300,879000,879000,879000,991300,991300,1093800,1192250,1192250,1222011,1222011,1462461,1462461,1932061,1932061,1988261,2490061,2490061,2490061,2644061,2644061,2644061,2861061,2861061,2861061,4326061,4326061,4326061,4326061
Rukavice,Plzeňský kraj,1262461,10300,10410,52100,52100,73200,73200,73200,118200,118200,118200,118200,138184,138184,258784,258784,258784,258784,347784,347784,347784,347784,362484,362484,362484,582584,582584,651784,696284,696284,696284,696284,740784,740784,848661,848661,848661,1080461,1080461,1080461,1187461,1187461,1187461,1207861,1207861,1207861,1262461,1262461,1262461,1262461
Rychlotesty,Plzeňský kraj,36052,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,7552,7552,8552,8552,8552,8552,8552,8552,8552,8552,8552,8552,8552,16552,16552,16552,16552,16552,16552,16552,24552,24552,34552,34552,34552,34552,34552,34552,34552,34552,34552,34552,34552,34552,36052,36052,36052,36052
Tampóny,Plzeňský kraj,0,300,300,300,300,300,300,300,300,300,300,300,300,300,2300,2300,2300,26035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teploměry,Plzeňský kraj,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145
Termokamery,Plzeňský kraj,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,32,32,32,32,32,32,32,32
Štíty,Plzeňský kraj,4177,232,232,332,332,432,432,432,432,432,432,432,432,432,532,532,532,532,532,532,532,532,532,532,532,1032,1032,1032,1032,1032,1032,1032,2532,2532,3562,3562,3562,3762,3762,3762,3962,3962,3962,3962,3962,3962,4177,4177,4177,4177
Brýle,Středočeský kraj,3175,380,380,380,380,380,380,380,380,380,380,380,380,380,380,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,2895,2895,2895,2895,2895,2895,2925,2925,2925,2925,2925,2925,2925,2925,2925,2925,3175,3175
Dezinfekce (l),Středočeský kraj,1525,625,705,755,755,755,755,755,755,810,810,810,810,810,810,980,980,980,980,980,980,980,980,1065,1065,1065,1065,1065,1065,1065,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525
Filtry k polomaskám,Středočeský kraj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Návleky na obuv,Středočeský kraj,150,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,50,50,50,50,50,50,50,50,50,50,50,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150
Ochranné oděvy,Středočeský kraj,27118,3137,3137,3202,3202,3202,3202,3202,4247,4367,4367,4367,10570,10570,10570,11410,11410,50,11610,11610,11610,11610,11360,14570,14570,14620,14620,14620,14620,14620,14698,14698,14698,14698,14698,14788,14788,14788,16698,16698,16698,20698,20698,20698,26618,26618,26618,26618,27118,27118
Odběrové sady,Středočeský kraj,36720,300,300,300,300,300,300,300,300,300,300,300,600,600,600,600,600,800,2300,2300,2300,2300,2400,2900,2900,2900,17900,17900,17900,17900,25100,25100,25100,25100,25100,32820,32820,32820,33620,33620,33620,35320,35320,35320,35320,35320,35320,35320,36720,36720
Ostatní,Středočeský kraj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plicní ventilátory,Středočeský kraj,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Polomasky,Středočeský kraj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Příslušenství k plicním ventilátorům,Středočeský kraj,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Respirátory,Středočeský kraj,533075,13280,13520,34060,34060,34060,34060,34060,60660,60920,60920,60920,124237,166822,166822,168562,168562,168562,208652,208652,208652,208652,208652,256706,256706,258706,263756,263756,309046,309046,382265,382265,440755,440755,440755,442685,442685,442685,445775,445775,445775,458075,458075,458075,458075,458075,458075,458075,533075,533075
Roušky,Středočeský kraj,2388166,34155,39255,291555,291555,291555,291555,291555,336655,601811,601811,601811,627470,627470,627470,635770,635770,635770,734020,734020,734020,734020,734020,735020,735020,735020,735020,735020,931470,931470,1162172,1162172,1507622,1507622,1507622,1507622,1628466,1628466,1630966,1630966,1630966,1633966,1633966,1633966,2388166,2388166,2388166,2388166,2388166,2388166
Rukavice,Středočeský kraj,699522,25250,40503,67550,67550,67550,67550,67550,137550,137550,137550,137550,184952,184952,184952,193772,223772,223772,421172,421172,421172,421172,421172,449772,449772,449772,449772,449772,548472,548472,550972,550972,649672,649672,649672,650422,650422,650422,651522,651522,651522,657122,657122,657122,657122,657122,657122,657122,699522,699522
Rychlotesty,Středočeský kraj,50569,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,22469,22469,22469,22469,22469,22469,22469,22469,22469,22469,22469,22569,22569,22569,42569,42569,42569,42569,42569,42569,50569,50569,50569,50569,50569,50569,50569,50569,50569,50569,50569,50569,50569,50569,50569,50569,50569,50569
Tampóny,Středočeský kraj,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,11410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teploměry,Středočeský kraj,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Termokamery,Středočeský kraj,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,31,31,31,31,31,31,31,31
Štíty,Středočeský kraj,2347,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,217,217,267,267,267,267,267,747,747,2247,2247,2247,2247,2247,2247,2347,2347,2347,2347,2347,2347,2347,2347,2347,2347,2347,2347
Brýle,Zlínský kraj,3170,660,660,660,660,660,660,660,660,660,660,660,710,860,860,860,860,860,1170,1170,1170,1170,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,3120,3150,3150,3150,3150,3150,3150,3150,3150,3150,3170,3170,3170,3170,3170,3170,3170,3170
Dezinfekce (l),Zlínský kraj,1950,730,730,785,785,785,825,825,825,825,825,825,825,865,905,905,905,905,985,985,985,985,945,945,1265,1265,1385,1385,1385,1385,1385,1385,1385,1945,1945,1945,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950
Filtry k polomaskám,Zlínský kraj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Návleky na obuv,Zlínský kraj,9550,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,350,350,350,350,350,350,350,850,850,850,850,850,850,3850,3850,3850,9550,9550,9550,9550,9550,9550,9550,9550
Ochranné oděvy,Zlínský kraj,51289,2429,2429,3229,3229,3229,3229,3229,3229,3229,3229,3229,5440,6349,6349,6349,6349,100,6589,6589,6589,6589,6589,6589,6989,6989,7039,7039,7039,7039,7039,7039,9039,9039,9039,9039,15439,15439,15439,41539,41539,41539,50189,50189,50189,51289,51289,51289,51289,51289
Odběrové sady,Zlínský kraj,12870,1500,1500,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,2100,4100,4100,4100,4100,4100,4100,4100,4100,4700,4700,4700,4700,4700,4700,4700,5700,5700,5700,7700,7700,7700,9370,9370,9370,10370,10370,10370,12870,12870,12870,12870,12870
Ostatní,Zlínský kraj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plicní ventilátory,Zlínský kraj,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Polomasky,Zlínský kraj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Příslušenství k plicním ventilátorům,Zlínský kraj,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Respirátory,Zlínský kraj,310870,30680,30800,44520,44520,44520,49430,49430,59030,59030,59030,59030,85655,105333,110373,110373,110373,110373,128503,128503,128503,128503,123463,141569,144769,144769,146729,146729,164359,164359,191650,191650,228480,242250,242250,242250,250770,250770,250770,265170,265170,265170,275470,275470,275470,310870,310870,310870,310870,310870
Roušky,Zlínský kraj,1084180,87787,89937,202087,202087,202087,208087,208087,228087,337558,337558,337558,347629,347629,353629,353629,353629,353629,400279,400279,400279,400279,394279,394279,395779,395779,397779,397779,485929,485929,515601,515601,745751,966651,966651,966651,1028180,1028180,1028180,1032180,1032180,1032180,1032180,1032180,1032180,1084180,1084180,1084180,1084180,1084180
Rukavice,Zlínský kraj,445363,24450,24557,55350,55350,55350,55350,55350,102350,102350,102350,102350,123273,123873,123873,123873,123873,123873,219873,219873,219873,219873,218873,218873,236973,236973,275873,275873,322673,322673,322673,322673,369473,395413,395413,395413,397963,397963,397963,400963,400963,400963,416163,416163,416163,445363,445363,445363,445363,445363
Rychlotesty,Zlínský kraj,31928,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,6428,6428,6428,6428,6428,6428,7428,7428,7428,7428,7428,7428,12428,12428,12428,12428,12428,12428,12428,12428,20428,30428,30428,30428,30428,30428,30428,30428,30428,30428,30428,30428,30428,31928,31928,31928,31928,31928
Tampóny,Zlínský kraj,0,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,6349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teploměry,Zlínský kraj,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
Termokamery,Zlínský kraj,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,29,29,29,29,29,29,29,29
Štíty,Zlínský kraj,3880,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,610,610,610,610,610,610,610,610,610,610,610,610,610,610,3035,3565,3565,3565,3580,3580,3580,3680,3680,3680,3880,3880,3880,3880,3880,3880,3880,3880
Brýle,Ústecký kraj,4113,820,820,820,820,820,820,820,820,820,820,820,820,1170,1225,1225,1225,1225,1225,1225,1225,1225,1305,1305,1305,1325,1325,1325,1325,1325,1325,1325,3383,3383,3383,3383,3383,3383,3383,3383,3403,3403,3403,3613,3613,3613,4113,4113,4113,4113
Dezinfekce (l),Ústecký kraj,2920,1715,1770,1795,1795,1795,1815,1815,1815,1815,1815,1815,1815,1815,1815,1815,1825,1825,1825,1825,1825,1825,2075,2075,2075,2475,2475,2535,2535,2535,2535,2535,2535,2535,2915,2915,2915,2920,2920,2920,2920,2920,2920,2920,2920,2920,2920,2920,2920,2920
Filtry k polomaskám,Ústecký kraj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Návleky na obuv,Ústecký kraj,10620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,120,120,120,9620,9620,9720,9720,9720,10220,10220,10220,10520,10520,10520,10620,10620,10620,10620,10620,10620,10620
Ochranné oděvy,Ústecký kraj,59064,2420,2420,2520,2520,2520,3920,3920,3920,3920,3920,3920,6719,6719,6734,6734,6734,0,6734,6734,6734,6734,8574,8574,8574,9574,9574,39674,39674,39674,39674,39674,44774,44774,44814,44814,44814,44814,44814,44814,52114,52114,52114,53664,53664,53664,59064,59064,59064,59064
Odběrové sady,Ústecký kraj,26918,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2500,3500,3500,3500,3500,7100,7100,7100,7100,7100,10100,10100,10100,10100,10100,14898,14898,17098,17098,17098,20448,20448,20448,23778,23778,23778,24378,24378,24378,26918,26918,26918,26918
Ostatní,Ústecký kraj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plicní ventilátory,Ústecký kraj,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Polomasky,Ústecký kraj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Příslušenství k plicním ventilátorům,Ústecký kraj,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Respirátory,Ústecký kraj,448796,35735,35995,52185,52185,52185,58895,58895,73305,73305,73305,73305,109669,139284,142664,142664,142664,142664,174834,174834,174834,174834,173984,199479,199479,206279,206279,215479,242329,242329,280756,280756,368406,368406,376646,376646,376646,379416,379416,379416,386096,386096,386096,393596,393596,393596,448796,448796,448796,448796
Roušky,Ústecký kraj,1679016,95005,97855,241505,241505,241505,247505,247505,277505,431647,431647,431647,445828,483028,484628,484628,484628,484628,553778,553778,553778,553778,555928,555928,555928,556928,556928,560928,695178,695178,736958,736958,1038208,1038208,1177608,1177608,1263466,1264016,1264016,1264016,1272016,1272016,1272016,1293016,1293016,1293016,1679016,1679016,1679016,1679016
